date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2008-05-05,20,11.64,10.3,0.6,,,97,69.2,71,45,10.3,5.5,5.2,0.2,28,17.21,14,0,57,24,102.05,101.63,101.68,101.31,98.09,97.8,97.83,97.58,15000,14641.7,10700,6400,,,,,7.7,0,5.3,3.3,0.3,1,1.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-05-04,12.9,8.47,6.75,0.6,,,100,74.2,74,48,10.2,3.7,5.7,1.1,35,21.25,21,7,48,29,102.04,101.59,101.37,100.69,98.15,97.72,97.51,96.88,15000,15000,15000,15000,,,,,11.2,0,1.8,0,0,0.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-05-03,17.8,11.76,13.35,8.9,,,100,99.2,92.5,85,16.1,11.6,12.2,8.4,33,17,19.5,6,52,19,100.97,100.61,100.64,100.31,97.13,96.83,96.82,96.52,15000,8225,7650,300,,,,,4.7,0,8.3,6.3,3.4,15,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-05-02,10.2,8.22,8.64,7.1,,,100,100,100,100,9.7,8.2,8.1,6.5,28,19,20.5,13,46,8,101.31,101.13,101.15,101,97.43,97.28,97.3,97.17,6400,3979.2,3750,1100,,,,,9.4,0,3.6,1.6,0,10,8.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-05-01,13.5,5.5,4.59,-4.3,,-5,100,67.9,68,36,6,-1.1,1.1,-3.9,33,16.58,16.5,0,44,8,102.07,101.7,101.72,101.36,98.03,97.78,97.75,97.47,15000,13966.7,10300,5600,,,,,13.4,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-30,11,3.77,3.25,-4.5,,-7,86,54.5,56,26,-3.2,-5.7,-5.8,-8.4,26,12.75,13,0,41,27,102.03,101.88,101.87,101.71,98.06,97.94,97.95,97.84,15000,15000,15000,15000,,,,,14.8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-29,8.4,2.41,2.5,-3.4,,-6,100,70.1,71,42,0.4,-3.1,-3.9,-8.2,33,15.08,16.5,0,59,28,101.93,101.56,101.6,101.26,97.9,97.61,97.59,97.28,15000,15000,15000,15000,,,,,15.5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-28,7.8,4.81,3.25,-1.3,,,100,88.5,84.5,69,6.4,3,2.4,-1.7,26,16.29,16,6,33,35,101.59,101.24,101.32,101.05,97.72,97.34,97.44,97.17,15000,13408.3,10300,5600,,,,,14.8,0,0,0,0,6,1.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-27,19,11.01,10.6,2.2,,,100,58.8,62.5,25,4.8,1.8,1.2,-2.3,24,10.54,12,0,39,23,102.07,101.84,101.81,101.54,98.2,97.99,97.95,97.7,15000,14266.7,10700,6400,,,,,7.4,0,5.6,3.6,0.6,0,6.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-26,20.9,15.42,13.35,5.8,25,,93,71.7,67,41,17.6,10,9.8,1.9,33,17.88,16.5,0,52,23,101.92,101.14,101.36,100.81,98.03,97.38,97.54,97.06,15000,14075,12350,9700,,,,,4.7,0,8.3,6.3,3.4,0.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-25,21.3,13.71,14.75,8.2,,,73,57.8,58.5,44,11.7,5.5,5,-1.7,24,12.88,15,6,33,13,102.07,101.52,101.56,101.06,98.19,97.72,97.75,97.3,15000,15000,15000,15000,,,,,3.2,0,9.8,7.8,4.8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-24,19.6,11.6,11,2.4,,,91,49.5,58.5,26,4.2,0,1.3,-1.6,20,9.83,10,0,48,36,102.89,102.51,102.5,102.11,98.93,98.65,98.57,98.21,15000,15000,15000,15000,,,,,7,0,6,4,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-23,21.6,15.08,13.2,4.8,,,91,60.1,55.5,20,14.3,6.1,4.2,-6,35,16.62,19.5,4,48,31,102.58,102.08,102.22,101.86,98.66,98.28,98.36,98.05,15000,14352.2,11500,8000,,,,,4.8,0,8.2,6.2,3.2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-22,22.4,15.43,14.45,6.5,25,,100,75.5,74,48,12.6,10.5,9.8,7,20,8.96,10,0,32,12,102.31,102.05,102.04,101.77,98.45,98.26,98.25,98.05,15000,12525,8700,2400,,,,,3.5,0,9.4,7.5,4.5,0.8,0.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-21,21.9,15.47,15.55,9.2,,,99,79.3,77.5,56,13.3,11.6,11.4,9.6,26,13.58,15,4,39,12,102.24,102.12,102.1,101.96,98.46,98.33,98.29,98.12,15000,14737.5,13150,11300,,,,,2.5,0,10.6,8.6,5.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-20,23.3,15.85,15,6.7,25,,96,70.3,72,48,12.3,10,9.6,6.9,24,12.5,12,0,44,10,101.91,101.36,101.45,100.98,98.08,97.6,97.64,97.19,15000,14804.2,13950,12900,,,,,3,0,10,8,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-19,24.9,16.29,15.1,5.3,25,,100,64.1,67.5,35,11.1,8.3,8.6,6.1,43,15.04,21.5,0,50,9,101.48,101.11,101.16,100.84,97.63,97.37,97.39,97.15,15000,12812.5,9900,4800,,,,,2.9,0,10.1,8.1,5.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-18,25.1,15.37,14.9,4.7,26,,100,67.8,70,40,10.5,8.3,7.8,5.1,30,9.58,15,0,41,17,101.78,101.54,101.53,101.28,97.91,97.76,97.75,97.59,15000,12841.7,9900,4800,,,,,3.1,0,9.9,7.9,4.9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-17,21.6,12.6,11.95,2.3,,,93,57.1,65,37,9.3,3.7,3.4,-2.5,28,10.78,14,0,,,101.89,101.72,101.71,101.53,97.98,97.9,97.89,97.8,15000,15000,15000,15000,,,,,6,0,7,5,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-16,17.4,9.84,9.64,1.9,,,73,45.7,47,21,0,-2.5,-3.1,-6.2,37,18.33,20.5,4,52,22,102.33,102.02,102.01,101.7,98.39,98.16,98.13,97.88,15000,15000,15000,15000,,,,,8.4,0,4.6,2.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-15,13.1,4.47,4.19,-4.7,,-8,97,60.4,62,27,0.8,-4,-3.9,-8.6,24,10.08,12,0,37,22,102.66,102.39,102.38,102.09,98.68,98.43,98.46,98.24,15000,15000,15000,15000,,,,,13.8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-14,10.1,3.45,3.8,-2.5,,-5,91,66.4,64,37,-1,-2.9,-3,-5.1,20,11.29,14.5,9,,,102.43,102.1,102.15,101.87,98.41,98.14,98.14,97.87,15000,15000,15000,15000,,,,,14.2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-13,6.6,2.41,2.7,-1.2,,-5,100,75.9,76.5,53,2,-1.7,-0.8,-3.7,22,16.04,14.5,7,39,4,101.85,101.31,101.32,100.79,97.85,97.37,97.36,96.87,15000,14162.5,10300,5600,,,,,15.3,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-12,8.4,5.53,5.2,2,,,100,97.4,95.5,91,7,5.1,4.8,2.7,22,11.79,11,0,44,22,100.75,100.24,100.35,99.95,96.84,96.38,96.46,96.09,15000,10854.2,7750,500,,,,,12.8,0,0.2,0,0,2.5,2.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-11,5.5,3.6,3.65,1.8,,,100,98.9,93,86,5.1,3.4,3.5,1.9,46,26.21,30.5,15,67,9,101.88,100.76,100.85,99.82,97.95,96.86,96.96,95.97,15000,6216.7,7650,300,,,,,14.3,0,0,0,0,21,11.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-10,12.8,6.45,6.85,0.9,,,97,74,70.5,44,3.8,1.7,1.8,-0.2,26,15.21,15,4,37,35,102.66,102.31,102.28,101.89,98.67,98.38,98.33,97.98,15000,15000,15000,15000,,,,,11.2,0,1.8,0,0,0,13.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-09,17.7,9.78,11,4.3,,,100,81.9,80.5,61,11.5,6.7,7.2,2.9,44,27.42,28.5,13,61,26,102.29,101.6,101.72,101.15,98.36,97.75,97.88,97.39,15000,14225,11500,8000,,,,,7,0,6,4,1,2,3.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-08,18.5,9.48,9.75,1,,,100,74.8,70,40,8.7,4.5,5,1.3,26,9.46,13,0,32,8,102.3,102.01,102.03,101.77,98.4,98.14,98.15,97.9,15000,13425,11500,8000,,,,,8.2,0,4.8,2.8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-07,15.7,7.63,7.94,0.2,,,100,84.1,81,62,8.4,4.9,4.5,0.6,28,15.29,16,4,41,13,102.04,101.8,101.78,101.51,98.06,97.91,97.89,97.72,15000,14470.8,12350,9700,,,,,10.1,0,2.9,0.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-06,13.4,6.28,5.9,-1.6,,-3,100,70.5,71,42,2.9,0.6,0.2,-2.6,35,18.38,19.5,4,41,9,102.32,102.13,102.11,101.9,98.4,98.21,98.19,97.98,15000,12829.2,9450,3900,,,,,12.1,0,0.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-05,12.5,5.07,4.75,-3,,-4,100,81.5,78.5,57,5,1.8,1.1,-2.7,17,7.54,8.5,0,,,102.17,101.75,101.68,101.19,98.21,97.83,97.72,97.24,15000,11383.3,7650,300,,,,,13.2,0,0,0,0,0.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-04,3.4,2.08,1.85,0.3,,,100,94.7,80,60,3.1,1.2,-0.6,-4.4,17,9.42,10.5,4,32,5,101.75,101.09,101.24,100.72,97.79,97.15,97.3,96.81,15000,10833.3,8850,2700,,,,,16.1,0,0,0,0,5.5,1.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-03,10.5,2.19,1.9,-6.7,,-8,100,66.1,65,30,-1.4,-4.5,-5,-8.6,15,8.12,7.5,0,,,103.29,102.58,102.56,101.82,99.2,98.58,98.53,97.86,15000,13970.8,10700,6400,,,,,16.1,0,0,0,0,0.5,5.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-02,3.6,-1.08,-1.15,-5.9,,-10,91,66.1,72,53,-4.1,-6.8,-7.2,-10.2,26,12.71,15,4,44,33,103.37,103.14,102.94,102.51,99.32,99.08,98.89,98.46,15000,15000,15000,15000,,,,,19.1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-01,11.1,5.44,4.55,-2,,-9,100,90.6,89,78,10.1,3.5,2.8,-4.5,56,35.25,35.5,15,76,26,102.37,100.8,101.19,100.02,98.33,96.92,97.28,96.23,15000,10441.7,7600,200,,,,,13.4,0,0,0,0,6.5,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,9,3.92,5,1,,,100,99.1,94,88,7,3.6,3.5,0,22,12.22,11,0,,,102.47,101.9,101.7,100.93,98.48,97.95,97.78,97.07,15000,3813,7600,200,,,,,13,0,0,0,0,8.5,10.8,0,10,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-30,2.1,-1.88,-3.05,-8.2,,-12,96,74.8,72.5,49,0.3,-6,-5.2,-10.7,33,20.54,20,7,50,9,103.69,103.27,103.12,102.55,99.54,99.19,99.04,98.54,15000,15000,15000,15000,,,,,21.1,0,0,0,0,0.5,6,0,14,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-29,0.1,-4.5,-5.8,-11.7,,-14,100,70.5,72,44,-7.8,-9.5,-9.6,-11.3,15,7.25,7.5,0,,,103.7,103.4,103.31,102.91,99.54,99.28,99.16,98.78,15000,15000,15000,15000,,,,,23.8,0,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-28,1.3,-1.72,-2.95,-7.2,,-10,94,67.7,71,48,-3.1,-7.1,-6,-8.8,28,13.83,14,0,37,33,102.83,101.94,102.08,101.33,98.71,97.92,98.02,97.33,15000,15000,15000,15000,,,,,20.9,0,0,0,0,0.5,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-27,4.5,0.52,1.05,-2.4,,-6,100,84.4,83,66,-0.1,-1.9,-1.6,-3.1,15,7.96,7.5,0,,,101.84,101.67,101.67,101.51,97.84,97.69,97.69,97.54,15000,12508.3,8400,1800,,,,,16.9,0,0,0,0,0.5,0,3,16,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-26,3.1,0.83,0.65,-1.8,,-7,100,81.1,82,64,2.5,-2.2,-0.8,-4.2,32,18.54,19,6,48,26,101.96,101.65,101.44,100.91,97.98,97.67,97.49,96.99,15000,14604.2,12350,9700,,,,,17.4,0,0,0,0,0.5,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-25,2.8,-2.29,-3.55,-9.9,,-13,100,93.5,82.5,65,2.7,-3.3,-3.5,-9.7,37,22.08,20.5,4,69,19,102.72,101.64,101.77,100.82,98.58,97.62,97.73,96.87,15000,10641.7,7750,500,,,,,21.6,0,0,0,0,3,0,8,12,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-24,-2.9,-6.02,-7,-11.1,,-16,100,77.9,73,46,-3.8,-9.5,-8.5,-13.2,20,9.54,10,0,35,33,102.94,102.75,102.67,102.4,98.83,98.63,98.58,98.32,15000,13750,8150,1300,,,,,25,0,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-23,-0.7,-5.2,-6.6,-12.5,,-16,100,76.4,72.5,45,-4.5,-9.2,-8.4,-12.4,17,6.71,8.5,0,,,102.63,102.51,102.52,102.42,98.54,98.41,98.42,98.31,15000,14779.2,12350,9700,,,,,24.6,0,0,0,0,0,0,0.4,12,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-22,-0.9,-5.55,-5.55,-10.2,,-15,82,57.7,60.5,39,-10.1,-13,-13.2,-16.3,22,14.42,13,4,32,28,102.46,102.17,102.25,102.04,98.33,98.09,98.12,97.9,15000,15000,15000,15000,,,,,23.6,0,0,0,0,0.5,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-21,-1.9,-4.17,-4.7,-7.5,,-13,85,64.8,63,41,-6,-10.1,-9.8,-13.7,26,15.33,16,6,44,33,102.77,102.48,102.49,102.22,98.66,98.41,98.41,98.15,15000,15000,15000,15000,,,,,22.7,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-20,0.1,-1.69,-1.85,-3.8,,-11,94,85.9,86.5,79,-1.5,-3.8,-3.8,-6,43,31.04,31.5,20,69,29,102.24,101.47,101.43,100.63,98.19,97.47,97.44,96.69,15000,12779.2,9250,3500,,,,,19.9,0,0,0,0,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-19,2.3,1.44,1.14,0,,,100,99.2,95.5,91,1.8,1.3,0.6,-0.5,28,15.79,14,0,46,31,100.83,100.48,100.55,100.27,96.9,96.56,96.62,96.35,15000,9320.8,7750,500,,,,,16.9,0,0,0,0,6,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-18,2.1,0.38,-0.25,-2.6,,-8,100,97.9,94.5,89,2.1,0.1,-1.2,-4.5,26,17.54,17.5,9,37,12,102.95,101.88,101.93,100.92,98.87,97.89,97.93,96.99,15000,8800,8150,1300,,,,,18.2,0,0,0,0,4,9.4,0,18,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-17,-0.5,-6.18,-8.1,-15.7,,-19,100,78.2,76.5,53,-4.7,-9.7,-9.9,-15.1,20,11.92,10,0,,,104.11,103.67,103.58,103.05,99.83,99.51,99.39,98.96,15000,15000,15000,15000,,,,,26.1,0,0,0,0,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-16,-1.2,-3.26,-5.75,-10.3,,-13,99,81.1,83,67,-3,-6.2,-6.7,-10.4,28,16.29,17.5,7,39,31,103.61,102.5,102.55,101.49,99.41,98.43,98.45,97.48,15000,15000,15000,15000,,,,,23.8,0,0,0,0,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-15,2.3,0.3,-0.3,-2.9,,-7,100,89.4,86.5,73,1.4,-1.3,-1.4,-4.2,22,14.08,13,4,32,32,101.44,101.01,101.01,100.58,97.44,97.05,97.05,96.66,15000,10375,7500,0,,,,,18.3,0,0,0,0,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-14,6.9,0.53,-0.14,-7.2,,-9,100,95.7,91.5,83,4.2,-0.1,-1.4,-6.9,22,8.54,11,0,35,22,101,100.71,100.69,100.39,97,96.77,96.78,96.55,15000,6479.2,7500,0,,,,,18.1,0,0,0,0,0.5,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-13,3.6,-2.73,-3.05,-9.7,,-14,100,82.7,81,62,1.4,-5.3,-6,-13.3,35,16.83,17.5,0,44,9,101.79,100.98,101.11,100.42,97.68,96.98,97.08,96.47,15000,12741.7,9050,3100,,,,,21.1,0,0,0,0,0.5,0.4,0,32,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-12,-0.3,-3.16,-5.1,-9.9,,-13,100,84.8,83,66,-0.6,-5.5,-5.7,-10.8,28,16.75,14,0,39,33,101.83,101.21,101.16,100.48,97.72,97.2,97.12,96.53,15000,12091.7,8000,1000,,,,,23.1,0,0,0,0,0,0,0.4,34,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-11,-0.8,-9.6,-11.5,-22.2,,-25,100,91.5,85,70,-1.9,-10.9,-11.9,-21.9,39,14.58,19.5,0,54,22,102.7,101.81,101.67,100.64,98.42,97.67,97.54,96.67,15000,6987.5,7500,0,,,,,29.5,0,0,0,0,0.5,0,2,32,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-10,-1.4,-11.69,-12.6,-23.8,,-28,100,88.4,81,62,-6.5,-13.4,-14.7,-22.8,22,7.26,11,0,,,103.27,102.92,102.93,102.6,98.87,98.71,98.67,98.46,15000,13370.8,7600,200,,,,,30.6,0,0,0,0,0.5,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-09,-6.6,-10.42,-14.1,-21.6,,-26,100,85.3,81.5,63,-10,-12.5,-15.2,-20.4,35,21.13,20.5,6,48,26,103.2,102.37,102.28,101.36,98.86,98.2,98.05,97.24,15000,14673.9,11500,8000,,,,,32.1,0,0,0,0,0,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-08,-6.9,-7.94,-8.35,-9.8,,-19,100,94.1,88.5,77,-7.5,-8.7,-9.4,-11.4,35,23.17,24,13,,,101.64,100.87,100.86,100.09,97.55,96.8,96.8,96.05,15000,5204.2,7650,300,,,,,26.4,0,0,0,0,7,0,30,24,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-07,-2.2,-4.92,-4.9,-7.6,,-14,100,90.6,84.5,69,-2.2,-6.3,-5,-7.9,20,12.88,13,6,37,36,102.62,102.24,102.18,101.74,98.51,98.16,98.08,97.65,15000,7083.3,7800,600,,,,,22.9,0,0,0,0,1,0,2.8,23,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-06,1.6,-1.68,-2.4,-6.4,,-10,100,94,91,82,0,-2.6,-3.2,-6.4,33,13.88,16.5,0,44,22,102.37,101.97,102.07,101.76,98.31,97.94,98,97.7,15000,10441.7,7650,300,,,,,20.4,0,0,0,0,0.5,0,0,26,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-05,-2.1,-5.6,-5.7,-9.3,,-14,100,92.3,87.5,75,-5.5,-6.7,-7.3,-9.1,33,16.96,16.5,0,46,28,101.8,100.97,101.03,100.26,97.7,96.93,96.97,96.23,15000,8733.3,7800,600,,,,,23.7,0,0,0,0,4.5,0,3,30,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-04,-2.2,-3.53,-3.6,-5,,-13,100,79.3,78.5,57,-4,-6.8,-7.3,-10.7,37,22.71,24,11,56,6,102.01,101.53,101.3,100.58,97.95,97.49,97.26,96.57,15000,12745.8,7800,600,,,,,21.6,0,0,0,0,6.5,0,20,12,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-03,10.4,3.85,3.85,-2.7,,-8,100,90.8,82.5,65,6.5,2.3,2,-2.4,33,21.5,20,7,54,23,101.59,100.98,101.04,100.5,97.61,97.07,97.15,96.69,15000,12929.2,9500,4000,,,,,14.2,0,0,0,0,6.5,5.8,0,24,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-02,0.1,-4.93,-7.2,-14.5,,-13,100,86.8,86.5,73,-0.9,-6.9,-7.5,-14,24,12.58,12,0,,,102.87,102.45,102.28,101.68,98.65,98.36,98.17,97.68,15000,13425,9250,3500,,,,,25.2,0,0,0,0,0.5,2.6,0,26,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-01,-1.9,-3.94,-5.4,-8.9,,-12,100,89.5,90,80,-2.1,-5.4,-5.1,-8.1,39,26.21,23,7,56,29,102.56,101.75,101.77,100.99,98.48,97.7,97.74,97,15000,10558.3,8000,1000,,,,,23.4,0,0,0,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-29,0.2,-7.64,-8.05,-16.3,,-21,100,94.8,84,68,0.1,-8.4,-8.2,-16.6,32,16.35,18,4,,,103.01,102,101.97,100.92,98.72,97.88,97.84,96.96,15000,7975,7800,600,,,,,26.1,0,0,0,0,5.5,0,4.6,21,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-28,-10.6,-15.49,-15.35,-20.1,,-23,100,83.1,80.5,61,-15.6,-17.9,-17.6,-19.5,19,8.21,9.5,0,,,103.05,102.46,102.43,101.81,98.73,98.21,98.15,97.57,15000,14891.7,13950,12900,,,,,33.4,0,0,0,0,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-27,-9.6,-13.51,-13.1,-16.6,,-25,85,79.3,77,69,-11.9,-16.4,-15.1,-18.3,37,23.08,21.5,6,48,32,101.78,101.22,101.21,100.64,97.56,97.05,97.06,96.55,15000,15000,15000,15000,,,,,31.1,0,0,0,0,0,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-26,0,-2.12,-4.8,-9.6,,-16,100,97.3,92,84,-0.3,-2.5,-5.3,-10.4,35,15.04,17.5,0,44,33,100.99,100.44,100.5,100.01,97.01,96.47,96.55,96.09,15000,4450,8050,1100,,,,,22.8,0,0,0,0,2,0,4,19,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-25,-0.5,-3.65,-5.15,-9.8,,-12,100,98.5,96,92,-1.3,-3.9,-5.2,-9,24,13.21,12,0,33,19,101.58,101.36,101.32,101.06,97.5,97.33,97.28,97.07,9700,4754.2,5750,1800,,,,,23.1,0,0,0,0,0.5,0,1,18,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-24,-0.7,-7.46,-9.04,-17.4,,-14,100,90.3,82.5,65,-4.1,-8.9,-10.7,-17.3,30,12.92,15,0,41,25,102.39,101.99,101.99,101.58,98.16,97.88,97.84,97.51,15000,9387.5,9900,4800,,,,,27,0,0,0,0,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-23,-3.3,-9.77,-10.8,-18.3,,-23,100,88.4,82.5,65,-7.5,-11.5,-12.7,-17.9,20,7.79,10,0,,,102.35,101.99,102.04,101.73,98.16,97.85,97.85,97.54,15000,13495.8,11500,8000,,,,,28.8,0,0,0,0,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-22,-0.3,-7.2,-7.65,-15,,-15,100,85.8,84.5,69,-7.2,-9.3,-10.2,-13.1,15,6.67,7.5,0,,,102.15,101.68,101.78,101.42,98.01,97.59,97.71,97.4,15000,12133.3,8650,2300,,,,,25.6,0,0,0,0,0.5,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-21,-7.1,-9.31,-9.89,-12.7,,-19,94,76.5,78.5,63,-11.6,-12.8,-12.8,-13.9,19,11.08,11.5,4,,,103.14,102.82,102.67,102.21,98.96,98.65,98.51,98.06,15000,15000,15000,15000,,,,,27.9,0,0,0,0,0,0,1.8,21,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-20,-7.9,-11.53,-11,-14.1,,-22,97,84,78,59,-12.6,-13.8,-14.1,-15.5,26,17.21,16.5,7,37,26,102.89,102.16,102.23,101.57,98.67,97.98,98.05,97.43,15000,15000,15000,15000,,,,,29,0,0,0,0,0.5,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-19,-6.8,-8.86,-8.85,-10.9,,-21,100,87.5,89,78,-8.3,-10.6,-10.6,-12.9,41,28.62,28,15,57,27,101.53,101.09,101.05,100.57,97.41,96.99,96.97,96.52,15000,8437.5,8050,1100,,,,,26.9,0,0,0,0,0,0,2.5,22,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-18,6.1,0,-0.65,-7.4,,-14,100,93.2,88.5,77,4.5,-1.5,-1.5,-7.5,50,30.08,32.5,15,74,22,100.53,99.89,99.76,99,96.5,95.97,95.85,95.19,15000,12458.3,8300,1600,,,,,18.6,0,0,0,0,2,0,3.1,22,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-17,6.2,-3.09,-5.7,-17.6,,-21,100,99.8,99,98,5.1,-9.7,-5.9,-16.9,33,15.04,16.5,0,59,26,101.91,100.47,100.49,99.06,97.68,96.48,96.46,95.24,15000,7833.3,8700,2400,,,,,23.7,0,0,0,0,17.5,22.6,0,34,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-16,-6.2,-10.75,-13.3,-20.4,,-18,100,81.5,77.5,55,-10.9,-13.5,-15.2,-19.4,20,8.33,10,0,,,102.97,102.63,102.49,102,98.66,98.44,98.23,97.8,15000,14958.3,14750,14500,,,,,31.3,0,0,0,0,0,1.6,0,38,,,,,,,,,,,,,,,,,,,,,,,,
